show_id,type,title,director,country,release_year,rating,listed_in,description
s908,Movie,In Our Mothers' Gardens,Shantrelle P. Lewis,United States,2020,TV-MA,Documentaries,An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.
s909,TV Show,Jupiter's Legacy,,United States,2021,TV-MA,"TV Action & Adventure, TV Sci-Fi & Fantasy","They're the first generation of superheroes. But as they pass the torch to their children, tensions are rising — and the old rules no longer apply."
s910,Movie,Milestone,Ivan Ayr,India,2021,TV-14,"Dramas, Independent Movies, International Movies","Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern."
s911,Movie,Monster,Anthony Mandler,United States,2021,TV-MA,Dramas,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.
s912,TV Show,Sab Jholmaal Hai,Vijay Roche,India,2017,TV-Y7,"Kids' TV, TV Comedies","In this madcap comedy, two mischievous cats, a talking parrot and a high-strung dog keep getting into trouble while their human is away."
s913,Movie,The Circle - The Afterparty,,,2021,TV-14,Comedies,"Stars of ""The Circle"" drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another."
s914,Movie,Time to Dance,Stanley Menino D'Costa,India,2020,TV-PG,"Dramas, International Movies, Romantic Movies","When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner."
s915,Movie,Unrest,Jennifer Brea,"United Kingdom, United States",2017,TV-MA,Documentaries,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome."
s916,Movie,And Tomorrow the Entire World,Julia von Heinz,"Germany, France",2020,TV-MA,"Dramas, International Movies, Thrillers",A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.
s917,Movie,Dead Man Down,Niels Arden Oplev,United States,2013,R,Action & Adventure,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.
s918,Movie,Framing John DeLorean,"Don Argott, Sheena M. Joyce",United States,2019,TV-MA,"Documentaries, Dramas","From his rise in the auto industry to his fall from grace, John DeLorean's legacy of power, fast cars and drugs comes to life in this documentary."
s919,TV Show,Lava Ka Dhaava,,India,2021,TV-PG,Reality TV,Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.
s920,TV Show,The Sons of Sam: A Descent into Darkness,Joshua Zeman,United States,2021,TV-MA,"Crime TV Shows, Docuseries","The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult."
s921,TV Show,Selena: The Series,,"Mexico, United States",2020,TV-PG,TV Dramas,Iconic Mexican-American performer Selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.
s922,TV Show,StartUp,,United States,2018,TV-MA,"Crime TV Shows, TV Dramas",An attempt to launder stolen money finances a cryptocurrency that puts entrepreneurs in business with a corrupt FBI agent and a Miami gang.
s923,Movie,The Clovehitch Killer,Duncan Skiles,United States,2018,TV-MA,"Dramas, Independent Movies, Thrillers",A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.
s924,TV Show,Trash Truck,,,2021,TV-Y,Kids' TV,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends."
s925,Movie,Aliens Stole My Body,Sean McNamara,United States,2020,PG,"Children & Family Movies, Comedies",The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
s926,TV Show,Angelina Ballerina,,,2010,TV-Y,"British TV Shows, Kids' TV","Angelina is crazy about ballet dancing, even though she's a young mouse, and studies hard with a famous teacher to become a prima ballerina."
s927,Movie,Au coeur des gangs,Vondie Curtis-Hall,United States,2006,R,"Action & Adventure, Dramas","In Los Angeles, recently paroled O2 teams up with a street-smart hustler when a gang hijacks his car and holds his son for ransom."
s928,TV Show,Barney and Friends,,,2010,TV-Y,Kids' TV,"Barney the purple dinosaur, Baby Bop and B.J. are still bringing smiles to kids' faces with their nonstop adventures, stories, games and guests."
s929,Movie,Best of the Best,Robert Radler,United States,1989,PG-13,"Action & Adventure, Sports Movies",Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.
s930,Movie,Dead Again in Tombstone,Roel Reiné,,2017,R,"Action & Adventure, Horror Movies","At the devil's bidding, a deceased outlaw returns to life bent on protecting an ancient relic from a group of soldiers — and raising all kinds of hell."
s931,Movie,Due Date,Todd Phillips,United States,2010,R,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker."
s932,Movie,Fun with Dick & Jane,Dean Parisot,United States,2005,PG-13,Comedies,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living."
s933,Movie,Green Zone,Paul Greengrass,"United Kingdom, France, Spain, United States",2010,R,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military."
s934,Movie,Hachi: A Dog's Tale,Lasse Hallström,"United Kingdom, United States",2009,G,"Children & Family Movies, Dramas","When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day."
s935,Movie,JT LeRoy,Justin Kelly,"United Kingdom, Canada, United States",2018,R,"Dramas, Independent Movies","In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law."
s936,Movie,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon",United States,2012,PG,"Children & Family Movies, Comedies","Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer."
s937,TV Show,Miniforce: Super Dino Power,,,2020,TV-Y7,Kids' TV,Animals with special powers transform into superheroes with robot dinosaurs to protect peace on Earth from menacing villains.
s938,Movie,Motu Patlu in Dragon's World,Suhas Kadav,,2017,TV-Y7,"Children & Family Movies, Comedies","A trip to a magical land of dragons turns action-packed when Motu, Patlu and friends must help protect the kingdom from an evil neighbor."
s939,Movie,Motu Patlu in the Game of Zones,Suhas Kadav,,2019,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals","A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem."
s940,Movie,Motu Patlu in Wonderland,Suhas Kadav,,2013,TV-Y7,"Children & Family Movies, Music & Musicals","When pals Motu and Patlu take a ride in their scientist friend’s newly built plane, a crash-landing on a strange island leads to action and adventure."
s941,Movie,Motu Patlu: Deep Sea Adventure,Suhas Kadav,,2014,TV-Y7,"Children & Family Movies, Comedies",Friends Motu and Patlu get more maritime excitement than anticipated when the sinking of their ship sends them on a journey through the ocean floor!
s942,Movie,Motu Patlu: Mission Moon,Suhas Kadav,,2013,TV-Y7,"Children & Family Movies, Comedies",An otherworldly enemy has been turning the moon’s soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?
s943,Movie,Mystic River,Clint Eastwood,"United States, Australia",2003,R,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation."
s944,Movie,Never Back Down,Jeff Wadlow,United States,2008,PG-13,"Action & Adventure, Dramas, Sports Movies","When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club."
s945,Movie,S.M.A.R.T Chase,Charles Martin,China,2018,TV-MA,Action & Adventure,A disgraced security agent who specializes in transporting valuable objects gets a shot at redemption when he's hired to safeguard a precious antique.
s946,Movie,Sitting in Limbo,Stella Corradi,United Kingdom,2020,TV-MA,"Dramas, International Movies","After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events."
s947,Movie,Stargate,Roland Emmerich,"United States, France",1994,PG-13,"Action & Adventure, Sci-Fi & Fantasy",An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.
s948,Movie,State of Play,Kevin Macdonald,"United States, United Kingdom, France",2009,PG-13,"Dramas, Thrillers",A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.
s949,Movie,Swiped,Ann Deborah Fishman,United States,2018,TV-14,Comedies,"When two college roommates develop a discreet hookup app, casual affairs – and complications – soon run rampant on campus."
s950,Movie,The Darkest Hour,Chris Gorak,"United States, Russia",2011,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.
s951,Movie,The Lovely Bones,Peter Jackson,"United States, United Kingdom, New Zealand",2009,PG-13,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight."
s952,Movie,The Sweetest Thing,Roger Kumble,United States,2002,R,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him."
